domain,image,path,width,height,megapixels,aspect_ratio,label_count,luma_mean,luma_std,luma_p01,luma_p05,luma_p50,luma_p95,luma_p99,dark_frac,bright_frac,clip_frac,sat_mean,sat_std,colorfulness,edge_density,grad_mean,grad_p95,laplacian_var,entropy,fft_high_ratio,illum_nonuniformity,hist_00,hist_01,hist_02,hist_03,hist_04,hist_05,hist_06,hist_07,hist_08,hist_09,hist_10,hist_11,hist_12,hist_13,hist_14,hist_15
actual,100740703_K58433_F1B05-222_1_21.jpg,/root/autodl-tmp/Defect_dataset_16/images/100740703_K58433_F1B05-222_1_21.jpg,5120,5120,26.2144,1.0,1,41.7700309753418,16.5920467376709,28.0,30.0,38.0,61.0,94.0,0.14337646484375,0.0023046875,0.00117919921875,0.0,0.0,0.0,0.013349609375,12.314477920532227,36.688724517822266,129.62689208984375,1.5153512006356447,0.14847595989704132,9.38918439164174,0.0,0.14337646961212158,0.6342700123786926,0.18823730945587158,0.019357910379767418,0.005109863355755806,0.002336425706744194,0.0012377930106595159,0.0009619140764698386,0.0006738281226716936,0.0006445312756113708,0.0004980468656867743,0.0005053710774518549,0.00048583984607830644,0.0005957031389698386,0.001708984375
actual,100742308_K58393_F1B05-220_1_21.jpg,/root/autodl-tmp/Defect_dataset_16/images/100742308_K58393_F1B05-220_1_21.jpg,5120,5120,26.2144,1.0,1,42.84413146972656,17.97088623046875,28.0,30.0,38.0,67.0,109.0,0.13534912109375,0.00240234375,0.00139404296875,0.0,0.0,0.0,0.01499755859375,12.787484169006348,38.28837966918945,123.08207702636719,1.6375024305946742,0.12617716193199158,11.323582978575418,0.0,0.1353491246700287,0.6259765625,0.1672998070716858,0.05058105289936066,0.007290039211511612,0.004140624776482582,0.0025976563338190317,0.0012646483955904841,0.0009033203241415322,0.0005761718493886292,0.0006249999860301614,0.0004956054617650807,0.0004980468656867743,0.0005200195591896772,0.0018823242280632257
actual,100743823_K58351_F1B05-218_1_21.jpg,/root/autodl-tmp/Defect_dataset_16/images/100743823_K58351_F1B05-218_1_21.jpg,5120,5120,26.2144,1.0,1,40.06297302246094,16.985185623168945,27.0,29.0,36.0,60.0,99.0,0.1931884765625,0.00239990234375,0.0013037109375,0.0,0.0,0.0,0.0144140625,12.657980918884277,39.824615478515625,126.42790222167969,1.4941440386906075,0.15343855321407318,9.54176996206248,0.0,0.19318847358226776,0.6431640386581421,0.13093261420726776,0.016279296949505806,0.0056518553756177425,0.0027587891090661287,0.0015112304827198386,0.0010693359654396772,0.0007421874906867743,0.0006884765462018549,0.0005737304454669356,0.0005126952892169356,0.0005273437709547579,0.0005761718493886292,0.0018237304175272584
actual,100745117_K58311_F1B05-216_1_21.jpg,/root/autodl-tmp/Defect_dataset_16/images/100745117_K58311_F1B05-216_1_21.jpg,5120,5120,26.2144,1.0,0,38.87506103515625,17.19890594482422,26.0,28.0,35.0,56.0,109.0,0.2385595703125,0.00199462890625,0.0010302734375,0.0,0.0,0.0,0.01953125,14.863247871398926,57.982757568359375,142.09121704101562,1.4622318988280174,0.1489434540271759,8.385122660141434,0.0,0.2385595738887787,0.6477246284484863,0.0754711925983429,0.014602051116526127,0.008439941331744194,0.005698242224752903,0.0021997070871293545,0.0014965820591896772,0.0011938476236537099,0.0009082031319849193,0.0006958007579669356,0.0004907226539216936,0.0005249023670330644,0.0004956054617650807,0.0014990234049037099
actual,100819469_K57340_F1B05-166_1_21.jpg,/root/autodl-tmp/Defect_dataset_16/images/100819469_K57340_F1B05-166_1_21.jpg,5120,5120,26.2144,1.0,1,39.47776794433594,15.838768005371094,28.0,29.0,36.0,56.0,96.0,0.21410888671875,0.00180908203125,0.0008984375,0.0,0.0,0.0,0.01413330078125,11.701176643371582,34.525352478027344,119.52951049804688,1.4802274211559368,0.14250698685646057,8.562457825257162,0.0,0.2141088843345642,0.632519543170929,0.12742675840854645,0.010781249962747097,0.005036620888859034,0.0024902343284338713,0.0015087890205904841,0.0011254883138462901,0.0009057617280632257,0.0006860351422801614,0.0006079101585783064,0.0005566406180150807,0.00043701170943677425,0.0005200195591896772,0.0012890625512227416
actual,100820846_K57300_F1B05-164_1_21.jpg,/root/autodl-tmp/Defect_dataset_16/images/100820846_K57300_F1B05-164_1_21.jpg,5120,5120,26.2144,1.0,1,40.26817321777344,16.91391944885254,28.0,29.0,36.0,58.0,102.0,0.204208984375,0.0023828125,0.00143798828125,0.0,0.0,0.0,0.01338134765625,11.718562126159668,32.24903106689453,110.2783203125,1.526394206626277,0.14174802601337433,9.874456000249966,0.0,0.20420898497104645,0.6213696002960205,0.1449902355670929,0.012412109412252903,0.005327148362994194,0.0038354492280632257,0.0015771484468132257,0.0009594726725481451,0.0007153320475481451,0.0007031250279396772,0.0005541992140933871,0.00048583984607830644,0.00047851563431322575,0.00048828125,0.0018945313058793545
actual,100822222_K57260_F1B05-162_1_21.jpg,/root/autodl-tmp/Defect_dataset_16/images/100822222_K57260_F1B05-162_1_21.jpg,5120,5120,26.2144,1.0,1,42.277870178222656,17.023094177246094,28.0,30.0,38.0,64.0,96.0,0.15743896484375,0.00217529296875,0.00110107421875,0.0,0.0,0.0,0.01370849609375,12.474251747131348,37.65633773803711,129.09280395507812,1.6315932542275398,0.1287107765674591,10.107160712719603,0.0,0.1574389636516571,0.6022167801856995,0.18683594465255737,0.037690430879592896,0.005781250074505806,0.002480468712747097,0.0013842773623764515,0.0010302733862772584,0.0007495117024518549,0.0005883789272047579,0.0006274413899518549,0.0005004882696084678,0.0005004882696084678,0.0005908203311264515,0.0015844726003706455
actual,100823633_K57220_F1B05-160_1_21.jpg,/root/autodl-tmp/Defect_dataset_16/images/100823633_K57220_F1B05-160_1_21.jpg,5120,5120,26.2144,1.0,1,40.25558853149414,17.375520706176758,28.0,29.0,35.0,63.0,106.0,0.23329345703125,0.00224853515625,0.00133056640625,0.0,0.0,0.0,0.0140966796875,11.96246337890625,36.055511474609375,112.99229431152344,1.6259810225846478,0.11763254553079605,10.806439758955442,0.0,0.23329345881938934,0.5898047089576721,0.13036376237869263,0.028383789584040642,0.005485839676111937,0.003891601460054517,0.0024218750186264515,0.0011425780830904841,0.0007641601841896772,0.0006591796991415322,0.0006176757742650807,0.0004907226539216936,0.0004321289015933871,0.0005395507905632257,0.001708984375
actual,100825030_K57180_F1B05-158_1_21.jpg,/root/autodl-tmp/Defect_dataset_16/images/100825030_K57180_F1B05-158_1_21.jpg,5120,5120,26.2144,1.0,1,40.672691345214844,15.930961608886719,28.0,30.0,36.0,59.0,95.0,0.17046142578125,0.0018212890625,0.000947265625,0.0,0.0,0.0,0.01343505859375,11.823433876037598,34.928497314453125,128.79666137695312,1.4957506257313975,0.14417444169521332,8.988622555528833,0.0,0.17046143114566803,0.6373925805091858,0.1635473668575287,0.013649902306497097,0.0050292969681322575,0.0025122070219367743,0.0016308593330904841,0.0011083984281867743,0.0007958984351716936,0.0006152343703433871,0.0005224609631113708,0.00045410156599245965,0.0004589843738358468,0.0004589843738358468,0.0013623046688735485
actual,100826410_K57140_F1B05-156_1_21.jpg,/root/autodl-tmp/Defect_dataset_16/images/100826410_K57140_F1B05-156_1_21.jpg,5120,5120,26.2144,1.0,1,39.861671447753906,16.63684844970703,27.0,29.0,36.0,57.0,100.0,0.2087841796875,0.002392578125,0.00144775390625,0.0,0.0,0.0,0.0133154296875,11.414458274841309,31.14482307434082,112.07878875732422,1.5131839622740773,0.13507942855358124,9.044854965813231,0.0,0.20878417789936066,0.6188793778419495,0.1467309594154358,0.009597168304026127,0.004826660268008709,0.0035766600631177425,0.0014086914015933871,0.0009960937313735485,0.0007275390671566129,0.0006152343703433871,0.0005468750023283064,0.0004516601620707661,0.00046630858560092747,0.0004931640578433871,0.0018994141137227416
actual,100827836_K57100_F1B05-154_1_21.jpg,/root/autodl-tmp/Defect_dataset_16/images/100827836_K57100_F1B05-154_1_21.jpg,5120,5120,26.2144,1.0,0,39.69835662841797,16.45065689086914,27.0,29.0,35.0,58.0,97.0,0.21591552734375,0.00200439453125,0.00111572265625,0.0,0.0,0.0,0.0146044921875,11.867326736450195,37.735923767089844,116.61880493164062,1.5240298223495463,0.14109152555465698,9.034929144179515,0.0,0.2159155309200287,0.6155322194099426,0.14086180925369263,0.011899414472281933,0.005458984524011612,0.0023999023251235485,0.0015161132905632257,0.0011181640438735485,0.0009570312686264515,0.0006982421618886292,0.0006469726795330644,0.0005249023670330644,0.00046630858560092747,0.0004443359503056854,0.0015600585611537099
actual,100831858_K56981_F1B05-148_1_21.jpg,/root/autodl-tmp/Defect_dataset_16/images/100831858_K56981_F1B05-148_1_21.jpg,5120,5120,26.2144,1.0,1,40.95450210571289,19.167713165283203,26.0,28.0,36.0,61.0,119.0,0.21869140625,0.00304443359375,0.00176513671875,0.0,0.0,0.0,0.0204248046875,16.40227508544922,61.74139404296875,146.23519897460938,1.6282021625303769,0.1543274074792862,9.513678295525374,0.0,0.2186914086341858,0.6011401414871216,0.13585205376148224,0.018608398735523224,0.008583984337747097,0.0051733399741351604,0.0033984375186264515,0.0015893555246293545,0.0009545898647047579,0.0008666992071084678,0.0007055664318613708,0.0006982421618886292,0.0006933593540452421,0.0006884765462018549,0.0023559569381177425
actual,100837754_K56813_F1B05-138_1_21.jpg,/root/autodl-tmp/Defect_dataset_16/images/100837754_K56813_F1B05-138_1_21.jpg,5120,5120,26.2144,1.0,1,39.4224853515625,17.730667114257812,28.0,29.0,35.0,58.0,124.0,0.2289794921875,0.00188232421875,0.001083984375,0.0,0.0,0.0,0.0159130859375,12.8373441696167,49.497474670410156,152.9181671142578,1.5355543491887642,0.10507960617542267,9.772871170849776,0.0,0.22897949814796448,0.6277002096176147,0.10529541224241257,0.014999999664723873,0.0059838867746293545,0.0042700194753706455,0.003461914137005806,0.0027392578776925802,0.0018334961496293545,0.0012133788550272584,0.0007080078357830644,0.0005102538852952421,0.0004223632859066129,0.0004125976702198386,0.0014697265578433871
actual,100838984_K56778_F1B05-136_1_21.jpg,/root/autodl-tmp/Defect_dataset_16/images/100838984_K56778_F1B05-136_1_21.jpg,5120,5120,26.2144,1.0,1,42.28376388549805,18.495569229125977,28.0,30.0,37.0,66.0,129.0,0.17133544921875,0.0014990234375,0.0009912109375,0.0,0.0,0.0,0.01733154296875,13.201943397521973,52.611785888671875,143.48268127441406,1.6760079576269562,0.08782119303941727,11.293819033209624,0.0,0.17133544385433197,0.6175000071525574,0.14269286394119263,0.041389159858226776,0.0077368165366351604,0.005253906361758709,0.003801269456744194,0.003056640736758709,0.002463378943502903,0.0015185546362772584,0.0008544921875,0.0005566406180150807,0.0003417968691792339,0.00028320311685092747,0.0012158203171566129
actual,100840244_K56743_F1B05-134_1_21.jpg,/root/autodl-tmp/Defect_dataset_16/images/100840244_K56743_F1B05-134_1_21.jpg,5120,5120,26.2144,1.0,1,39.912384033203125,17.515625,28.0,29.0,36.0,58.0,121.0,0.20196044921875,0.0017626953125,0.00111572265625,0.0,0.0,0.0,0.01652099609375,12.607404708862305,49.09175109863281,135.9576416015625,1.5046412722969835,0.10699055343866348,9.560836415202052,0.0,0.20196044445037842,0.6516870260238647,0.10724364966154099,0.014958496205508709,0.0069995117373764515,0.004973144736140966,0.0035424805246293545,0.002324218861758709,0.0017456054920330644,0.0011303711216896772,0.0006787109305150807,0.0005175780970603228,0.0004760742303915322,0.0003540039178915322,0.0014086914015933871
actual,100841493_K56708_F1B05-132_1_21.jpg,/root/autodl-tmp/Defect_dataset_16/images/100841493_K56708_F1B05-132_1_21.jpg,5120,5120,26.2144,1.0,1,40.37782669067383,17.367210388183594,28.0,29.0,36.0,60.0,118.0,0.20061767578125,0.00180908203125,0.00115966796875,0.0,0.0,0.0,0.01620849609375,12.784472465515137,46.3249397277832,133.9896240234375,1.5380617002856758,0.11193498224020004,9.522886403455836,0.0,0.20061767101287842,0.6357372999191284,0.1256738305091858,0.015385742299258709,0.006520995870232582,0.004677734337747097,0.0031860352028161287,0.002402343787252903,0.0016162109095603228,0.0008422851678915322,0.0006225585821084678,0.00045410156599245965,0.00045410156599245965,0.00036376953357830644,0.0014453125186264515
